age,gender,marital_status,dependents,education,employment_type,city_tier,residence_type,monthly_income,cibil_score,existing_loans_count,credit_history_length_years,bank_balance,loan_amount,loan_term_months,loan_purpose,debt_to_income_ratio,loan_approved
32,Female,Single,0,Graduate,Salaried,Tier 3,Owned,25000,676,0,3.5,136000,341000,84,Debt Consolidation,0.241,Approved
29,Female,Single,1,Not Graduate,Salaried,Tier 2,Rented,89000,579,0,6.7,354000,216000,48,Home Renovation,0.064,Approved
40,Male,Single,2,Not Graduate,Self-Employed,Tier 1,Rented,105000,734,1,14.8,471000,114000,36,Vehicle,0.036,Approved
40,Female,Married,2,Not Graduate,Self-Employed,Tier 3,Rented,39000,663,0,10.3,170000,87000,48,Wedding,0.059,Approved
27,Male,Married,1,Graduate,Salaried,Tier 2,Owned,31000,630,3,2.4,104000,108000,24,Home Renovation,0.164,Rejected
53,Male,Single,1,Graduate,Self-Employed,Tier 2,Owned,38000,674,3,18.6,180000,109000,84,Home Renovation,0.051,Approved
51,Female,Single,0,Not Graduate,Salaried,Tier 1,Owned,53000,735,0,14.5,159000,259000,60,Medical,0.109,Approved
40,Female,Single,0,Graduate,Salaried,Tier 3,Owned,102000,795,1,7.9,511000,94000,24,Medical,0.043,Approved
38,Female,Single,1,Graduate,Self-Employed,Tier 3,Owned,62000,735,3,10.1,285000,194000,60,Travel,0.07,Approved
37,Female,Married,4,Graduate,Salaried,Tier 3,Rented,52000,615,0,12.8,166000,225000,24,Medical,0.204,Rejected
21,Male,Married,2,Graduate,Self-Employed,Tier 3,Rented,32000,607,0,0.0,106000,183000,36,Education,0.19,Rejected
36,Male,Single,1,Graduate,Business Owner,Tier 1,Rented,48000,721,2,8.9,193000,187000,12,Home Renovation,0.346,Approved
35,Male,Single,1,Graduate,Business Owner,Tier 3,Owned,36000,659,0,12.6,84000,473000,60,Vehicle,0.292,Rejected
29,Male,Single,2,Not Graduate,Salaried,Tier 2,Rented,69000,564,0,6.0,246000,297000,12,Education,0.382,Rejected
32,Male,Married,1,Graduate,Salaried,Tier 1,Owned,123000,655,1,4.2,670000,335000,36,Education,0.09,Approved
21,Female,Single,0,Graduate,Self-Employed,Tier 2,Living with Parents,28000,684,0,0.0,62000,176000,36,Education,0.209,Rejected
25,Male,Married,1,Graduate,Business Owner,Tier 2,Rented,14000,686,0,2.3,60000,352000,84,Vehicle,0.444,Approved
43,Female,Married,1,Graduate,Business Owner,Tier 1,Living with Parents,55000,692,1,14.7,40000,264000,48,Education,0.126,Approved
50,Female,Single,0,Graduate,Salaried,Tier 1,Owned,90000,723,0,20.6,108000,249000,60,Travel,0.062,Approved
26,Female,Married,2,Graduate,Salaried,Tier 1,Rented,37000,532,0,2.5,199000,174000,36,Medical,0.156,Approved
36,Male,Married,2,Not Graduate,Self-Employed,Tier 2,Rented,57000,670,1,7.8,312000,253000,60,Travel,0.099,Approved
44,Male,Married,0,Graduate,Business Owner,Tier 1,Living with Parents,34000,673,1,8.3,123000,778000,24,Business Expansion,1.077,Rejected
30,Male,Single,1,Graduate,Salaried,Tier 1,Rented,43000,569,1,3.2,163000,316000,240,Debt Consolidation,0.081,Rejected
41,Male,Single,0,Graduate,Salaried,Tier 2,Rented,26000,642,0,15.1,72000,613000,60,Education,0.524,Approved
34,Female,Married,3,Not Graduate,Self-Employed,Tier 3,Owned,32000,595,3,11.1,121000,71000,180,Wedding,0.027,Rejected
45,Male,Married,2,Not Graduate,Salaried,Tier 3,Rented,36000,698,0,10.0,191000,229000,24,Medical,0.299,Approved
23,Male,Married,3,Not Graduate,Salaried,Tier 1,Owned,73000,703,1,1.7,99000,360000,60,Home Renovation,0.11,Approved
25,Female,Married,0,Graduate,Salaried,Tier 3,Owned,25000,626,0,2.0,81000,277000,84,Travel,0.196,Rejected
37,Male,Married,2,Not Graduate,Salaried,Tier 2,Owned,21000,672,1,13.3,112000,299000,120,Home Renovation,0.204,Approved
35,Female,Married,2,Graduate,Self-Employed,Tier 2,Living with Parents,19000,762,0,4.4,17000,174000,60,Medical,0.204,Approved
34,Female,Single,1,Graduate,Salaried,Tier 2,Owned,73000,591,1,4.6,117000,454000,12,Debt Consolidation,0.553,Rejected
40,Female,Married,1,Not Graduate,Salaried,Tier 2,Living with Parents,26000,686,2,10.7,86000,84000,36,Travel,0.107,Rejected
26,Male,Married,1,Not Graduate,Salaried,Tier 1,Living with Parents,67000,701,4,4.0,261000,201000,36,Business Expansion,0.1,Approved
22,Male,Married,0,Graduate,Salaried,Tier 2,Living with Parents,17000,630,1,0.6,75000,237000,36,Debt Consolidation,0.463,Rejected
30,Female,Married,0,Graduate,Self-Employed,Tier 2,Living with Parents,105000,601,1,7.2,159000,156000,24,Home Renovation,0.07,Approved
31,Male,Single,1,Graduate,Salaried,Tier 2,Living with Parents,186000,771,0,5.0,705000,223000,12,Vehicle,0.107,Approved
32,Female,Married,1,Graduate,Self-Employed,Tier 3,Owned,42000,698,0,4.2,100000,68000,60,Vehicle,0.036,Approved
46,Female,Married,2,Graduate,Salaried,Tier 2,Owned,34000,709,1,21.4,76000,101000,84,Business Expansion,0.052,Approved
41,Female,Single,0,Not Graduate,Salaried,Tier 2,Rented,89000,644,1,6.9,75000,471000,36,Education,0.176,Rejected
39,Male,Married,1,Not Graduate,Salaried,Tier 2,Rented,31000,780,2,13.0,37000,254000,84,Business Expansion,0.145,Approved
36,Male,Single,1,Not Graduate,Salaried,Tier 3,Owned,33000,695,1,12.4,162000,175000,84,Debt Consolidation,0.094,Approved
31,Female,Single,1,Not Graduate,Self-Employed,Tier 2,Rented,10000,651,2,3.7,30000,395000,48,Debt Consolidation,1.04,Rejected
27,Male,Single,0,Graduate,Salaried,Tier 3,Rented,31000,669,3,3.7,143000,505000,60,Wedding,0.362,Rejected
24,Male,Single,1,Not Graduate,Business Owner,Tier 3,Living with Parents,76000,689,2,1.0,380000,651000,36,Business Expansion,0.285,Approved
28,Male,Married,2,Graduate,Salaried,Tier 2,Rented,31000,643,2,4.0,151000,71000,48,Travel,0.06,Approved
34,Female,Married,2,Graduate,Salaried,Tier 2,Rented,31000,652,1,10.0,183000,504000,60,Debt Consolidation,0.362,Rejected
24,Female,Married,1,Graduate,Salaried,Tier 1,Rented,39000,532,1,1.4,75000,109000,48,Education,0.074,Rejected
36,Male,Married,3,Graduate,Business Owner,Tier 3,Rented,118000,648,2,6.6,106000,263000,60,Travel,0.05,Approved
33,Male,Single,1,Not Graduate,Salaried,Tier 1,Living with Parents,57000,758,1,5.4,192000,317000,84,Wedding,0.098,Approved
31,Female,Single,1,Not Graduate,Salaried,Tier 2,Owned,41000,619,1,7.7,238000,577000,240,Business Expansion,0.155,Rejected
45,Female,Married,0,Graduate,Salaried,Tier 1,Rented,40000,692,0,21.2,64000,291000,180,Debt Consolidation,0.087,Approved
21,Male,Single,3,Not Graduate,Salaried,Tier 2,Rented,71000,575,1,0.0,248000,260000,180,Home Renovation,0.044,Rejected
31,Male,Married,4,Graduate,Unemployed,Tier 2,Rented,8000,578,0,3.4,22000,133000,180,Medical,0.2,Rejected
21,Female,Married,2,Not Graduate,Self-Employed,Tier 3,Owned,71000,619,2,0.0,279000,80000,36,Education,0.037,Approved
37,Female,Married,0,Graduate,Business Owner,Tier 2,Owned,47000,669,0,10.8,136000,131000,240,Business Expansion,0.031,Approved
41,Female,Married,0,Graduate,Self-Employed,Tier 3,Owned,67000,665,3,14.1,398000,511000,36,Vehicle,0.253,Rejected
22,Female,Single,1,Graduate,Salaried,Tier 2,Owned,33000,643,0,0.6,158000,224000,180,Travel,0.081,Approved
23,Male,Single,0,Graduate,Salaried,Tier 1,Living with Parents,79000,713,3,0.7,375000,595000,60,Debt Consolidation,0.168,Approved
21,Male,Married,1,Graduate,Self-Employed,Tier 1,Rented,74000,559,1,0.0,186000,143000,120,Education,0.028,Approved
35,Female,Single,0,Not Graduate,Salaried,Tier 2,Owned,39000,659,2,12.0,184000,352000,240,Vehicle,0.099,Approved
31,Female,Married,0,Graduate,Salaried,Tier 1,Rented,107000,671,0,5.4,361000,243000,180,Medical,0.027,Approved
32,Female,Single,1,Not Graduate,Self-Employed,Tier 2,Owned,90000,640,1,8.7,469000,478000,120,Travel,0.076,Approved
31,Female,Married,3,Not Graduate,Business Owner,Tier 1,Living with Parents,44000,702,1,8.4,211000,192000,36,Medical,0.145,Approved
26,Male,Married,2,Graduate,Self-Employed,Tier 2,Rented,30000,684,1,3.0,126000,204000,180,Medical,0.082,Approved
45,Male,Married,1,Graduate,Self-Employed,Tier 2,Living with Parents,39000,711,2,15.9,71000,456000,24,Education,0.55,Rejected
37,Female,Single,1,Not Graduate,Salaried,Tier 2,Owned,34000,642,1,11.8,124000,63000,60,Business Expansion,0.041,Approved
24,Female,Single,1,Graduate,Salaried,Tier 1,Living with Parents,89000,700,2,2.5,482000,202000,60,Vehicle,0.05,Approved
28,Female,Married,2,Not Graduate,Salaried,Tier 1,Owned,61000,637,1,2.5,240000,81000,60,Travel,0.03,Approved
27,Female,Single,2,Graduate,Self-Employed,Tier 2,Owned,27000,676,1,2.0,137000,216000,84,Home Renovation,0.141,Rejected
47,Female,Married,3,Graduate,Unemployed,Tier 1,Owned,8000,720,0,18.3,27000,171000,48,Wedding,0.563,Rejected
41,Male,Married,1,Not Graduate,Salaried,Tier 2,Rented,43000,690,1,6.6,221000,315000,48,Medical,0.193,Approved
33,Male,Married,1,Graduate,Salaried,Tier 2,Owned,65000,678,1,4.4,241000,291000,84,Home Renovation,0.079,Approved
50,Male,Married,1,Graduate,Salaried,Tier 1,Rented,119000,705,0,16.0,617000,185000,84,Education,0.027,Approved
48,Male,Single,0,Graduate,Business Owner,Tier 2,Living with Parents,55000,766,0,11.1,171000,123000,48,Wedding,0.059,Approved
32,Male,Married,3,Not Graduate,Self-Employed,Tier 2,Owned,41000,661,2,9.2,171000,230000,12,Business Expansion,0.498,Rejected
31,Male,Married,1,Not Graduate,Salaried,Tier 1,Owned,44000,601,2,5.0,36000,481000,36,Business Expansion,0.363,Rejected
31,Male,Married,2,Graduate,Unemployed,Tier 2,Living with Parents,8000,531,2,6.5,23000,122000,240,Business Expansion,0.168,Rejected
26,Male,Married,2,Graduate,Business Owner,Tier 1,Rented,60000,732,1,1.5,76000,89000,180,Home Renovation,0.018,Approved
50,Female,Married,1,Graduate,Salaried,Tier 2,Living with Parents,31000,701,1,17.6,55000,73000,60,Business Expansion,0.052,Approved
25,Male,Single,1,Graduate,Unemployed,Tier 3,Owned,8000,499,1,3.1,28000,87000,24,Business Expansion,0.512,Rejected
42,Male,Single,1,Graduate,Salaried,Tier 1,Rented,70000,710,1,18.5,243000,219000,24,Home Renovation,0.147,Approved
41,Female,Married,1,Not Graduate,Salaried,Tier 2,Owned,18000,650,1,14.1,88000,95000,240,Business Expansion,0.058,Approved
32,Male,Single,0,Graduate,Salaried,Tier 2,Living with Parents,14000,636,0,4.6,44000,175000,180,Medical,0.15,Rejected
51,Male,Married,3,Graduate,Business Owner,Tier 1,Living with Parents,37000,735,0,15.5,211000,290000,48,Home Renovation,0.206,Approved
21,Male,Married,1,Not Graduate,Self-Employed,Tier 2,Living with Parents,68000,649,0,0.0,159000,61000,60,Business Expansion,0.02,Approved
34,Female,Single,0,Graduate,Salaried,Tier 2,Rented,49000,675,0,6.5,148000,397000,180,Travel,0.097,Approved
30,Male,Single,0,Graduate,Unemployed,Tier 2,Living with Parents,17000,554,4,5.7,81000,517000,24,Home Renovation,1.432,Rejected
43,Female,Married,0,Graduate,Salaried,Tier 2,Rented,16000,602,1,13.0,66000,672000,60,Business Expansion,0.934,Rejected
38,Male,Single,1,Graduate,Business Owner,Tier 3,Rented,53000,770,1,14.0,75000,532000,180,Wedding,0.12,Approved
21,Male,Married,2,Not Graduate,Self-Employed,Tier 3,Living with Parents,16000,687,1,0.0,54000,934000,120,Debt Consolidation,0.838,Rejected
46,Male,Married,5,Graduate,Salaried,Tier 2,Owned,22000,679,0,14.0,20000,252000,36,Wedding,0.38,Approved
39,Male,Married,0,Graduate,Salaried,Tier 3,Owned,16000,707,1,12.2,21000,356000,240,Education,0.245,Approved
25,Female,Married,0,Not Graduate,Business Owner,Tier 1,Owned,34000,637,1,3.6,37000,189000,36,Medical,0.185,Rejected
31,Female,Single,1,Not Graduate,Salaried,Tier 2,Rented,172000,648,0,4.3,176000,327000,36,Medical,0.063,Approved
23,Female,Married,2,Graduate,Self-Employed,Tier 1,Owned,74000,641,0,1.6,97000,239000,24,Debt Consolidation,0.152,Approved
33,Male,Single,0,Graduate,Salaried,Tier 1,Owned,18000,659,0,8.0,97000,81000,24,Home Renovation,0.212,Approved
36,Male,Single,0,Not Graduate,Self-Employed,Tier 2,Living with Parents,19000,730,1,5.7,81000,89000,120,Medical,0.067,Approved
31,Female,Married,1,Graduate,Salaried,Tier 2,Rented,42000,661,1,7.7,177000,650000,36,Medical,0.514,Rejected
30,Male,Married,2,Not Graduate,Salaried,Tier 2,Owned,44000,727,0,3.6,239000,241000,180,Debt Consolidation,0.066,Approved
21,Male,Single,2,Graduate,Salaried,Tier 2,Rented,28000,607,0,0.0,121000,515000,180,Vehicle,0.221,Rejected
38,Male,Married,1,Not Graduate,Business Owner,Tier 2,Living with Parents,127000,674,2,7.6,489000,156000,24,Travel,0.058,Approved
21,Male,Married,2,Graduate,Salaried,Tier 2,Owned,25000,679,0,0.0,115000,129000,60,Debt Consolidation,0.115,Approved
35,Female,Single,2,Graduate,Salaried,Tier 1,Rented,84000,741,1,10.8,364000,209000,84,Debt Consolidation,0.044,Approved
21,Female,Single,0,Not Graduate,Unemployed,Tier 2,Owned,16000,555,0,0.0,61000,352000,84,Business Expansion,0.388,Rejected
35,Female,Married,1,Graduate,Business Owner,Tier 1,Rented,235000,716,1,10.4,257000,506000,24,Debt Consolidation,0.101,Approved
34,Male,Married,2,Graduate,Salaried,Tier 2,Owned,154000,699,2,10.2,136000,246000,36,Home Renovation,0.053,Approved
38,Male,Married,1,Graduate,Unemployed,Tier 1,Owned,18000,614,3,5.5,25000,325000,60,Travel,0.402,Rejected
42,Male,Married,0,Graduate,Self-Employed,Tier 1,Rented,56000,685,2,12.4,219000,202000,60,Business Expansion,0.08,Approved
44,Male,Single,1,Not Graduate,Salaried,Tier 2,Living with Parents,49000,809,0,20.5,165000,526000,120,Vehicle,0.154,Approved
21,Male,Married,2,Graduate,Salaried,Tier 2,Rented,56000,608,0,0.0,196000,531000,12,Education,0.842,Rejected
34,Female,Married,2,Not Graduate,Self-Employed,Tier 2,Living with Parents,16000,670,0,6.8,42000,137000,60,Debt Consolidation,0.19,Rejected
53,Female,Married,0,Graduate,Business Owner,Tier 1,Rented,28000,733,1,15.1,141000,276000,120,Wedding,0.141,Approved
36,Male,Single,1,Graduate,Salaried,Tier 2,Owned,69000,569,0,10.8,316000,121000,240,Travel,0.019,Approved
27,Female,Single,3,Graduate,Salaried,Tier 3,Owned,68000,650,0,2.3,53000,359000,24,Medical,0.249,Approved
34,Female,Single,2,Not Graduate,Salaried,Tier 3,Living with Parents,73000,660,2,10.8,117000,173000,60,Medical,0.053,Approved
31,Male,Married,0,Not Graduate,Self-Employed,Tier 2,Rented,39000,635,1,3.5,137000,136000,12,Debt Consolidation,0.31,Rejected
24,Female,Single,3,Graduate,Salaried,Tier 1,Living with Parents,60000,586,1,1.9,93000,65000,36,Travel,0.036,Rejected
42,Male,Married,1,Not Graduate,Salaried,Tier 2,Owned,31000,768,0,17.0,40000,421000,48,Vehicle,0.358,Approved
40,Male,Single,1,Graduate,Self-Employed,Tier 1,Owned,152000,659,1,13.9,84000,247000,36,Debt Consolidation,0.054,Approved
22,Male,Single,1,Graduate,Business Owner,Tier 1,Owned,51000,623,1,0.6,301000,255000,60,Business Expansion,0.111,Approved
34,Female,Married,2,Not Graduate,Salaried,Tier 1,Owned,33000,635,0,5.7,58000,362000,12,Medical,0.975,Rejected
29,Male,Married,2,Not Graduate,Salaried,Tier 3,Owned,29000,592,0,5.3,82000,139000,180,Wedding,0.058,Rejected
21,Male,Married,0,Not Graduate,Salaried,Tier 2,Rented,32000,659,1,0.0,126000,127000,36,Home Renovation,0.132,Rejected
22,Male,Single,1,Graduate,Salaried,Tier 2,Rented,39000,647,1,0.4,72000,305000,24,Vehicle,0.368,Approved
23,Male,Married,4,Graduate,Unemployed,Tier 2,Owned,16000,520,1,0.6,80000,440000,48,Medical,0.724,Rejected
34,Female,Single,1,Graduate,Business Owner,Tier 1,Owned,67000,634,1,7.2,252000,302000,60,Wedding,0.1,Approved
30,Female,Single,0,Graduate,Salaried,Tier 2,Rented,29000,675,0,5.9,124000,575000,12,Medical,1.762,Rejected
26,Male,Married,1,Not Graduate,Salaried,Tier 2,Rented,28000,653,2,2.6,38000,308000,120,Travel,0.158,Rejected
31,Male,Single,1,Graduate,Self-Employed,Tier 2,Rented,33000,646,0,7.3,148000,298000,84,Medical,0.159,Approved
41,Male,Single,0,Not Graduate,Self-Employed,Tier 3,Rented,12000,735,0,12.3,9000,360000,60,Home Renovation,0.667,Rejected
38,Male,Married,1,Graduate,Salaried,Tier 1,Living with Parents,82000,762,2,8.6,186000,191000,24,Vehicle,0.11,Approved
44,Male,Married,2,Graduate,Business Owner,Tier 3,Rented,56000,677,2,17.9,161000,104000,180,Business Expansion,0.022,Approved
32,Male,Married,0,Not Graduate,Business Owner,Tier 2,Living with Parents,118000,777,0,4.0,121000,222000,120,Debt Consolidation,0.027,Approved
49,Male,Single,0,Graduate,Salaried,Tier 2,Rented,49000,709,0,9.1,175000,337000,36,Vehicle,0.228,Approved
38,Female,Single,4,Not Graduate,Business Owner,Tier 2,Owned,22000,644,2,5.7,52000,131000,84,Wedding,0.105,Rejected
30,Female,Single,0,Graduate,Business Owner,Tier 3,Owned,44000,691,3,7.1,55000,95000,24,Debt Consolidation,0.102,Approved
35,Male,Married,2,Not Graduate,Business Owner,Tier 1,Rented,69000,691,0,10.9,143000,142000,24,Travel,0.097,Approved
23,Male,Married,3,Graduate,Unemployed,Tier 2,Rented,15000,546,0,1.6,55000,490000,48,Debt Consolidation,0.86,Rejected
32,Female,Married,1,Graduate,Salaried,Tier 2,Rented,108000,591,3,5.2,188000,296000,84,Travel,0.048,Approved
38,Male,Single,0,Not Graduate,Salaried,Tier 1,Owned,25000,602,2,10.1,77000,204000,180,Business Expansion,0.098,Rejected
40,Female,Married,0,Not Graduate,Business Owner,Tier 1,Rented,86000,645,2,9.3,370000,123000,240,Business Expansion,0.016,Approved
31,Female,Single,0,Graduate,Business Owner,Tier 3,Rented,37000,659,0,6.5,143000,259000,84,Vehicle,0.124,Approved
59,Male,Married,1,Graduate,Unemployed,Tier 1,Rented,52000,667,1,30.7,245000,246000,120,Education,0.068,Rejected
33,Male,Married,3,Graduate,Salaried,Tier 1,Rented,81000,650,1,3.7,349000,289000,60,Home Renovation,0.079,Approved
21,Female,Married,1,Graduate,Self-Employed,Tier 3,Living with Parents,31000,606,3,0.0,98000,987000,12,Medical,2.829,Rejected
45,Male,Married,1,Not Graduate,Salaried,Tier 2,Rented,85000,759,0,10.1,285000,295000,24,Vehicle,0.163,Approved
40,Female,Married,0,Not Graduate,Salaried,Tier 1,Owned,44000,726,0,15.6,86000,145000,240,Education,0.036,Approved
37,Female,Married,1,Graduate,Salaried,Tier 2,Living with Parents,58000,663,2,14.0,326000,96000,48,Vehicle,0.044,Approved
30,Male,Married,4,Graduate,Salaried,Tier 2,Owned,32000,623,1,7.2,175000,157000,120,Debt Consolidation,0.07,Rejected
38,Male,Single,0,Not Graduate,Salaried,Tier 3,Rented,33000,640,1,5.4,165000,167000,36,Debt Consolidation,0.168,Approved
49,Female,Married,5,Graduate,Self-Employed,Tier 2,Owned,89000,697,0,13.5,117000,361000,60,Medical,0.09,Approved
36,Male,Single,0,Not Graduate,Salaried,Tier 3,Owned,26000,727,1,6.6,123000,152000,24,Vehicle,0.275,Approved
21,Male,Married,2,Graduate,Salaried,Tier 1,Owned,9000,635,1,0.0,50000,121000,120,Travel,0.193,Rejected
21,Female,Married,2,Graduate,Salaried,Tier 2,Owned,26000,630,0,0.0,143000,303000,24,Medical,0.549,Rejected
38,Male,Married,1,Graduate,Salaried,Tier 1,Owned,113000,649,0,14.5,619000,152000,84,Business Expansion,0.024,Approved
26,Female,Single,3,Not Graduate,Unemployed,Tier 1,Owned,30000,565,0,3.3,126000,310000,24,Wedding,0.486,Rejected
34,Female,Single,0,Graduate,Salaried,Tier 2,Rented,27000,645,3,9.7,51000,132000,120,Vehicle,0.07,Approved
27,Male,Married,2,Graduate,Salaried,Tier 1,Rented,21000,621,1,3.4,78000,166000,60,Home Renovation,0.176,Rejected
27,Male,Married,0,Not Graduate,Business Owner,Tier 2,Living with Parents,39000,683,2,4.3,80000,155000,48,Medical,0.105,Rejected
28,Male,Married,1,Graduate,Self-Employed,Tier 3,Living with Parents,60000,702,1,3.5,294000,281000,36,Business Expansion,0.156,Approved
28,Male,Single,2,Graduate,Self-Employed,Tier 2,Rented,39000,752,1,4.9,56000,202000,84,Home Renovation,0.091,Approved
41,Male,Married,1,Graduate,Self-Employed,Tier 1,Living with Parents,18000,633,1,11.2,30000,106000,24,Wedding,0.277,Rejected
40,Female,Married,1,Graduate,Unemployed,Tier 2,Rented,14000,662,0,16.3,27000,100000,180,Home Renovation,0.086,Rejected
24,Male,Single,3,Not Graduate,Salaried,Tier 3,Rented,57000,626,4,2.6,215000,182000,120,Home Renovation,0.046,Rejected
25,Male,Single,1,Not Graduate,Unemployed,Tier 2,Rented,24000,536,1,2.6,90000,94000,48,Debt Consolidation,0.103,Rejected
38,Female,Married,2,Graduate,Business Owner,Tier 2,Owned,16000,756,0,13.0,56000,171000,240,Wedding,0.118,Approved
44,Male,Married,3,Not Graduate,Self-Employed,Tier 1,Rented,104000,786,4,17.1,135000,256000,120,Travel,0.035,Approved
44,Female,Married,2,Graduate,Self-Employed,Tier 1,Rented,61000,689,0,16.6,186000,108000,36,Business Expansion,0.059,Approved
25,Male,Married,1,Not Graduate,Self-Employed,Tier 2,Owned,31000,600,1,3.5,174000,366000,180,Vehicle,0.142,Rejected
43,Male,Married,0,Graduate,Salaried,Tier 1,Owned,20000,607,0,18.2,113000,504000,24,Travel,1.186,Rejected
21,Female,Married,2,Graduate,Salaried,Tier 3,Owned,12000,655,1,0.0,38000,421000,84,Wedding,0.619,Rejected
33,Female,Single,1,Graduate,Unemployed,Tier 2,Living with Parents,8000,482,1,4.2,16000,328000,24,Education,1.93,Rejected
